ID_MOEDA;DATA_REF;VL_COTACAO
USD;10/06/2011 00:00:00;2,419061601
USD;16/05/2014 00:00:00;2,731069326
USD;19/08/2004 00:00:00;2,331990182
USD;27/09/2000 00:00:00;2,038835943
USD;17/10/2014 00:00:00;2,707479835
USD;05/02/2004 00:00:00;2,545962036
USD;24/05/2004 00:00:00;1,147516727
USD;26/06/2001 00:00:00;2,980620682
USD;25/12/2008 00:00:00;3,713639379
USD;08/09/2008 00:00:00;3,825855732
USD;02/04/2003 00:00:00;3,079783082
USD;18/08/2000 00:00:00;2,611073673
USD;21/12/2010 00:00:00;6,523923159
USD;04/04/2005 00:00:00;6,469161808
USD;16/08/2005 00:00:00;3,704225361
USD;30/06/2003 00:00:00;3,988265574
USD;20/10/2005 00:00:00;1,930331707
USD;31/10/2014 00:00:00;4,479810953
USD;22/02/2001 00:00:00;3,565710843
USD;16/01/2009 00:00:00;4,470298886
USD;04/01/2010 00:00:00;7,81613189
USD;23/01/2001 00:00:00;2,100053966
USD;30/10/2003 00:00:00;2,629592955
USD;19/02/2008 00:00:00;1,804868221
USD;16/08/2002 00:00:00;7,111994445
USD;30/04/2002 00:00:00;3,414160311
USD;16/01/2006 00:00:00;2,527283788
USD;28/11/2012 00:00:00;5,3683635
USD;11/07/2006 00:00:00;3,967519522
USD;13/01/2009 00:00:00;7,780037105
USD;03/05/2005 00:00:00;7,203789353
USD;29/04/2005 00:00:00;2,423241854
USD;09/09/2008 00:00:00;5,524253666
USD;24/09/2015 00:00:00;4,92817986
USD;18/07/2003 00:00:00;7,167129219
USD;02/06/2005 00:00:00;1,520667791
USD;26/04/2006 00:00:00;6,212685227
USD;12/11/2010 00:00:00;1,136606514
USD;02/03/2012 00:00:00;1,676246703
USD;25/07/2006 00:00:00;3,288639665
USD;19/11/2001 00:00:00;6,403025448
USD;04/02/2010 00:00:00;2,387845516
USD;31/08/2011 00:00:00;7,357316315
USD;08/09/2005 00:00:00;2,076514125
USD;03/06/2008 00:00:00;7,042596996
USD;05/09/2012 00:00:00;1,604527354
USD;05/04/2010 00:00:00;6,59812963
USD;05/07/2012 00:00:00;1,994517922
USD;26/03/2001 00:00:00;7,82187885
USD;08/12/2014 00:00:00;4,860588193
USD;14/05/2015 00:00:00;7,736139238
USD;09/03/2001 00:00:00;7,010159254
USD;13/09/2001 00:00:00;1,56968677
USD;05/06/2008 00:00:00;3,364289343
USD;01/10/2004 00:00:00;6,938032269
USD;06/03/2013 00:00:00;1,104760408
USD;02/07/2004 00:00:00;1,0994578
USD;12/07/2010 00:00:00;1,521811008
USD;15/04/2014 00:00:00;6,678954661
USD;12/06/2001 00:00:00;3,475487649
USD;05/01/2015 00:00:00;5,711684108
USD;05/11/2007 00:00:00;6,233429193
USD;12/05/2009 00:00:00;2,131631374
USD;05/06/2003 00:00:00;7,135719538
USD;20/02/2002 00:00:00;5,354871035
USD;05/08/2004 00:00:00;1,826360285
USD;27/02/2009 00:00:00;2,488520384
USD;28/06/2001 00:00:00;3,999129474
USD;24/08/2015 00:00:00;3,524417341
USD;18/03/2014 00:00:00;7,494298756
USD;09/12/2009 00:00:00;7,430241048
USD;25/12/2007 00:00:00;5,903450012
USD;08/11/2013 00:00:00;3,896814883
USD;04/04/2011 00:00:00;7,86030972
USD;05/12/2013 00:00:00;2,604315758
USD;10/12/2004 00:00:00;7,491807461
USD;13/09/2000 00:00:00;1,585944235
USD;29/02/2008 00:00:00;5,456089973
USD;08/05/2001 00:00:00;7,268083215
USD;02/02/2006 00:00:00;6,019035518
USD;15/07/2002 00:00:00;6,883875072
USD;28/02/2013 00:00:00;3,9045825
USD;05/09/2014 00:00:00;5,768555403
USD;15/04/2010 00:00:00;7,781497836
USD;19/11/2007 00:00:00;7,415606618
USD;04/03/2010 00:00:00;3,411829233
USD;01/02/2006 00:00:00;5,636799216
USD;14/04/2004 00:00:00;6,137018442
USD;12/08/2008 00:00:00;7,143274367
USD;28/09/2007 00:00:00;1,291566253
USD;21/12/2009 00:00:00;3,173204362
USD;31/03/2005 00:00:00;7,071230829
USD;03/09/2013 00:00:00;3,566346705
USD;05/01/2012 00:00:00;7,595730066
USD;16/02/2010 00:00:00;3,120121956
USD;03/03/2004 00:00:00;4,331500649
USD;13/05/2011 00:00:00;5,536020458
USD;10/12/2012 00:00:00;7,565212846
USD;22/09/2011 00:00:00;5,833790123
USD;27/12/2004 00:00:00;5,195451915
USD;30/09/2009 00:00:00;3,557374537
USD;26/08/2010 00:00:00;6,960868657
USD;21/11/2006 00:00:00;5,223563373
USD;28/08/2006 00:00:00;6,235419393
USD;28/05/2003 00:00:00;1,871173978
USD;27/08/2012 00:00:00;7,802888095
USD;17/02/2005 00:00:00;7,193704426
USD;24/04/2015 00:00:00;7,259059727
USD;14/09/2001 00:00:00;4,770665824
USD;22/02/2010 00:00:00;3,967753172
USD;13/05/2015 00:00:00;5,92405045
USD;14/03/2008 00:00:00;5,274404407
USD;04/10/2010 00:00:00;4,39068675
USD;08/03/2013 00:00:00;4,087456346
USD;04/10/2012 00:00:00;6,973875463
USD;21/07/2015 00:00:00;5,343501031
USD;10/11/2003 00:00:00;1,5356915
USD;23/05/2006 00:00:00;1,188857377
USD;26/06/2000 00:00:00;4,410423517
USD;27/02/2003 00:00:00;6,26750958
USD;17/11/2014 00:00:00;3,147676408
USD;22/06/2007 00:00:00;3,730047464
USD;26/05/2015 00:00:00;7,761069715
USD;25/04/2007 00:00:00;4,077057242
USD;29/03/2010 00:00:00;6,962792933
USD;10/03/2003 00:00:00;3,992050707
USD;10/08/2005 00:00:00;5,633780539
USD;26/07/2004 00:00:00;4,395801604
USD;12/07/2004 00:00:00;7,752990425
USD;24/11/2003 00:00:00;7,673229337
USD;11/02/2014 00:00:00;3,58523941
USD;29/05/2000 00:00:00;1,249995708
USD;13/12/2000 00:00:00;5,755428433
USD;08/04/2003 00:00:00;3,02110517
USD;10/02/2000 00:00:00;2,587318122
USD;19/12/2002 00:00:00;4,16975379
USD;23/06/2010 00:00:00;4,853571594
USD;19/01/2006 00:00:00;6,507834256
USD;23/02/2012 00:00:00;7,374832571
USD;07/01/2005 00:00:00;6,524397135
USD;31/01/2006 00:00:00;5,230011284
USD;15/09/2003 00:00:00;7,533328772
USD;09/07/2010 00:00:00;3,239247262
USD;19/10/2004 00:00:00;5,544907928
USD;29/12/2010 00:00:00;2,227909446
USD;02/11/2010 00:00:00;4,940735638
USD;23/06/2005 00:00:00;5,158548534
USD;20/11/2001 00:00:00;7,979573131
USD;26/09/2012 00:00:00;5,015470326
USD;15/05/2001 00:00:00;4,04766196
USD;22/02/2011 00:00:00;4,544631779
USD;14/09/2012 00:00:00;7,382664025
USD;09/12/2005 00:00:00;3,096968889
USD;01/07/2005 00:00:00;5,380672276
USD;21/05/2009 00:00:00;2,043061674
USD;13/10/2000 00:00:00;5,529862106
USD;28/04/2009 00:00:00;2,380401254
USD;23/12/2013 00:00:00;5,09228158
USD;04/10/2011 00:00:00;5,978803456
USD;17/03/2005 00:00:00;6,275394022
USD;22/10/2009 00:00:00;4,1866346
USD;30/08/2006 00:00:00;3,678182125
USD;24/07/2013 00:00:00;7,3583498
USD;29/04/2014 00:00:00;7,665556848
USD;24/10/2002 00:00:00;5,738237619
USD;19/02/2013 00:00:00;1,562951386
USD;17/06/2010 00:00:00;7,050729692
USD;21/01/2008 00:00:00;2,125328243
USD;09/03/2004 00:00:00;4,523509383
USD;30/05/2013 00:00:00;4,8917225
USD;04/01/2011 00:00:00;5,912895322
USD;28/02/2000 00:00:00;3,552385271
USD;02/04/2007 00:00:00;7,841973603
USD;19/09/2005 00:00:00;1,645643532
USD;31/08/2010 00:00:00;4,583818674
USD;16/12/2005 00:00:00;3,167627633
USD;22/04/2002 00:00:00;5,373461664
USD;24/01/2003 00:00:00;5,627645135
USD;04/02/2005 00:00:00;6,457968712
USD;07/11/2013 00:00:00;3,448332071
USD;21/06/2001 00:00:00;7,410796762
USD;18/11/2011 00:00:00;4,415613055
USD;01/12/2010 00:00:00;3,331624627
USD;07/03/2005 00:00:00;6,306566298
USD;03/12/2008 00:00:00;7,973276258
USD;26/01/2009 00:00:00;7,577465296
USD;10/07/2014 00:00:00;7,019028366
USD;06/02/2012 00:00:00;7,562837958
USD;24/05/2010 00:00:00;1,652955115
USD;25/01/2002 00:00:00;5,347650409
USD;24/06/2014 00:00:00;1,487474859
USD;23/03/2001 00:00:00;7,010867715
USD;21/02/2008 00:00:00;5,558836818
USD;06/06/2014 00:00:00;1,132888973
USD;24/03/2015 00:00:00;4,966056228
USD;17/10/2003 00:00:00;5,429872751
USD;11/12/2013 00:00:00;4,351513624
USD;15/10/2012 00:00:00;3,071902394
USD;10/04/2008 00:00:00;7,505181849
USD;10/01/2011 00:00:00;6,548118472
USD;22/12/2006 00:00:00;2,858194232
USD;16/01/2012 00:00:00;2,814349353
USD;15/07/2009 00:00:00;7,14149487
USD;27/08/2015 00:00:00;4,789757133
USD;30/08/2012 00:00:00;6,621876836
USD;26/01/2001 00:00:00;6,249765515
USD;21/06/2011 00:00:00;3,501087785
USD;14/06/2001 00:00:00;1,041066945
USD;10/06/2009 00:00:00;5,120607913
USD;01/03/2011 00:00:00;1,60899508
USD;03/09/2014 00:00:00;6,373878837
USD;30/09/2005 00:00:00;2,007413745
USD;02/05/2008 00:00:00;6,483563006
USD;02/05/2005 00:00:00;2,139077723
USD;11/04/2001 00:00:00;2,29203099
USD;04/04/2014 00:00:00;6,556681752
USD;17/05/2001 00:00:00;4,259483397
USD;20/02/2007 00:00:00;1,885936499
USD;04/11/2013 00:00:00;2,736285985
USD;16/10/2007 00:00:00;4,110794663
USD;07/12/2015 00:00:00;3,74420917
USD;04/02/2002 00:00:00;2,15158844
USD;17/02/2000 00:00:00;2,942634583
USD;25/02/2014 00:00:00;7,980053782
USD;04/01/2013 00:00:00;4,693316758
USD;02/07/2009 00:00:00;2,739919245
USD;08/03/2012 00:00:00;1,288515866
USD;12/12/2014 00:00:00;7,061241031
USD;29/06/2010 00:00:00;7,414039075
USD;30/07/2009 00:00:00;4,388957322
USD;09/08/2011 00:00:00;5,49748069
USD;08/04/2002 00:00:00;2,809680521
USD;12/02/2013 00:00:00;5,057047129
USD;01/05/2014 00:00:00;1,154033482
USD;29/08/2014 00:00:00;3,340167463
USD;10/08/2004 00:00:00;2,769499779
USD;03/06/2004 00:00:00;1,455751419
USD;07/02/2014 00:00:00;4,71283114
USD;05/09/2005 00:00:00;6,730575502
USD;20/05/2002 00:00:00;2,236769378
USD;28/04/2011 00:00:00;7,581796169
USD;08/10/2003 00:00:00;5,791501105
USD;26/08/2011 00:00:00;5,539712548
USD;27/01/2015 00:00:00;5,174322009
USD;12/03/2008 00:00:00;6,164974689
USD;02/09/2013 00:00:00;5,903214693
USD;23/12/2008 00:00:00;4,415113211
USD;25/07/2002 00:00:00;5,815643013
USD;10/05/2005 00:00:00;3,955249965
USD;06/03/2014 00:00:00;1,817303002
USD;13/12/2007 00:00:00;5,198303699
USD;20/06/2001 00:00:00;2,373135149
USD;13/07/2004 00:00:00;3,205923319
USD;17/06/2003 00:00:00;6,34149909
USD;06/01/2015 00:00:00;5,42182225
USD;21/01/2002 00:00:00;1,488641858
USD;22/08/2006 00:00:00;2,535373092
USD;10/07/2012 00:00:00;1,755305588
USD;06/03/2015 00:00:00;2,979877591
USD;10/10/2014 00:00:00;7,274802744
USD;18/02/2002 00:00:00;1,95671165
USD;14/04/2000 00:00:00;3,0448578
USD;25/02/2008 00:00:00;5,754466295
USD;10/08/2012 00:00:00;4,034779072
USD;13/05/2003 00:00:00;6,575560272
USD;02/05/2007 00:00:00;7,93743223
USD;04/11/2014 00:00:00;4,808614373
USD;03/10/2012 00:00:00;5,826087594
USD;24/07/2007 00:00:00;7,88171041
USD;28/05/2013 00:00:00;6,60885042
USD;28/05/2002 00:00:00;2,480816185
USD;30/09/2014 00:00:00;5,45429045
USD;28/11/2008 00:00:00;3,040849864
USD;29/07/2002 00:00:00;1,898851931
USD;12/01/2004 00:00:00;4,248523533
USD;17/12/2014 00:00:00;6,616623461
USD;07/04/2015 00:00:00;2,65920186
USD;12/05/2006 00:00:00;2,784000278
USD;07/01/2008 00:00:00;3,200308621
USD;01/09/2015 00:00:00;6,139559805
USD;10/10/2006 00:00:00;7,001068175
USD;14/05/2002 00:00:00;3,087675035
USD;18/06/2002 00:00:00;5,774141312
USD;11/04/2002 00:00:00;4,588994026
USD;31/01/2012 00:00:00;3,497736573
USD;20/05/2010 00:00:00;5,63717097
USD;30/01/2007 00:00:00;4,493834555
USD;20/12/2002 00:00:00;5,960577071
USD;12/06/2000 00:00:00;3,626846671
USD;23/12/2002 00:00:00;7,056185842
USD;29/01/2004 00:00:00;1,262421727
USD;12/01/2006 00:00:00;5,425657034
USD;17/02/2011 00:00:00;6,752447248
USD;26/02/2007 00:00:00;5,833692074
USD;22/07/2010 00:00:00;1,294279099
USD;24/10/2005 00:00:00;1,027851939
USD;18/05/2011 00:00:00;4,205232739
USD;14/01/2013 00:00:00;3,089744508
USD;04/04/2008 00:00:00;1,231692135
USD;14/04/2008 00:00:00;5,136683881
USD;17/01/2000 00:00:00;2,555954754
USD;13/08/2002 00:00:00;6,588462353
USD;01/01/2007 00:00:00;7,994285583
USD;21/01/2010 00:00:00;4,113391519
USD;14/11/2005 00:00:00;5,305677235
USD;20/08/2013 00:00:00;6,80622977
USD;15/02/2011 00:00:00;4,24386096
USD;19/12/2014 00:00:00;7,161142766
USD;18/10/2013 00:00:00;4,818968415
USD;21/01/2009 00:00:00;2,793496907
USD;12/06/2006 00:00:00;3,144608915
USD;24/02/2012 00:00:00;3,227848053
USD;22/04/2004 00:00:00;6,039605498
USD;09/09/2011 00:00:00;5,948794842
USD;18/08/2009 00:00:00;6,242098451
USD;20/01/2005 00:00:00;3,05537039
USD;17/01/2012 00:00:00;5,501827002
USD;21/06/2000 00:00:00;4,137212574
USD;16/07/2008 00:00:00;6,488994956
USD;25/08/2005 00:00:00;6,97697258
USD;03/10/2003 00:00:00;4,724161506
USD;18/01/2010 00:00:00;4,985837638
USD;17/09/2013 00:00:00;6,532273233
USD;03/12/2012 00:00:00;4,720557034
USD;10/12/2014 00:00:00;4,798841953
USD;10/06/2014 00:00:00;5,110510886
USD;14/02/2003 00:00:00;4,885495722
USD;14/01/2005 00:00:00;2,953931153
USD;08/03/2005 00:00:00;3,74868691
USD;14/11/2012 00:00:00;4,713728189
USD;29/03/2002 00:00:00;5,270515382
USD;13/10/2009 00:00:00;6,149456143
USD;21/02/2014 00:00:00;1,475368023
USD;24/10/2011 00:00:00;7,689876497
USD;06/07/2015 00:00:00;2,488116503
USD;13/07/2010 00:00:00;2,250840962
USD;03/10/2008 00:00:00;5,378363311
USD;14/05/2007 00:00:00;4,405325353
USD;15/06/2007 00:00:00;5,955397546
USD;12/02/2007 00:00:00;5,699008584
USD;21/08/2003 00:00:00;4,392028987
USD;18/04/2000 00:00:00;6,826286972
USD;07/08/2015 00:00:00;1,269807577
USD;20/04/2007 00:00:00;5,335246503
USD;02/03/2010 00:00:00;7,636434436
USD;06/04/2004 00:00:00;6,310781598
USD;26/03/2012 00:00:00;5,395136893
USD;18/06/2007 00:00:00;4,242500782
USD;25/07/2012 00:00:00;6,14075017
USD;06/05/2011 00:00:00;1,998877168
USD;15/03/2012 00:00:00;7,375435472
USD;05/07/2000 00:00:00;1,208678424
USD;19/07/2001 00:00:00;2,047224402
USD;09/04/2013 00:00:00;4,112342596
USD;15/04/2008 00:00:00;7,187411308
USD;06/02/2008 00:00:00;4,374323308
USD;19/01/2011 00:00:00;2,73033458
USD;23/01/2009 00:00:00;4,331617057
USD;07/04/2006 00:00:00;3,729623139
USD;09/04/2003 00:00:00;5,239164531
USD;28/07/2004 00:00:00;3,012613237
USD;19/04/2006 00:00:00;1,85953027
USD;29/11/2006 00:00:00;2,860474408
USD;09/12/2002 00:00:00;3,495956659
USD;31/07/2015 00:00:00;1,200859487
USD;29/08/2007 00:00:00;2,165972948
USD;11/03/2010 00:00:00;3,335274994
USD;23/04/2013 00:00:00;4,419012666
USD;04/06/2002 00:00:00;6,64596951
USD;27/06/2001 00:00:00;1,18086946
USD;06/12/2002 00:00:00;5,209047019
USD;13/01/2012 00:00:00;2,84272325
USD;11/06/2003 00:00:00;5,091508865
USD;18/04/2013 00:00:00;3,393391311
USD;10/05/2002 00:00:00;1,25049597
USD;30/09/2013 00:00:00;7,753946304
USD;10/10/2005 00:00:00;7,111248016
USD;22/12/2014 00:00:00;7,08180809
USD;03/02/2015 00:00:00;6,594574392
USD;22/08/2012 00:00:00;7,049617767
USD;22/02/2012 00:00:00;7,638398767
USD;30/09/2010 00:00:00;5,929115653
USD;14/12/2004 00:00:00;6,811602473
USD;01/06/2015 00:00:00;7,061035335
USD;23/09/2009 00:00:00;7,088473797
USD;12/11/2003 00:00:00;1,075211167
USD;24/01/2001 00:00:00;7,378111601
USD;24/03/2008 00:00:00;2,075565338
USD;24/01/2007 00:00:00;1,337478936
USD;15/10/2014 00:00:00;6,667412758
USD;29/10/2003 00:00:00;2,79635787
USD;16/12/2011 00:00:00;7,271160722
USD;30/12/2009 00:00:00;5,698681474
USD;29/09/2006 00:00:00;2,791131616
USD;28/10/2011 00:00:00;1,226025283
USD;05/07/2013 00:00:00;1,968775928
USD;05/06/2013 00:00:00;2,639516413
USD;17/04/2008 00:00:00;5,828873038
USD;10/01/2013 00:00:00;6,187791884
USD;10/06/2010 00:00:00;1,12395227
USD;30/12/2014 00:00:00;4,631590962
USD;10/12/2003 00:00:00;2,542342544
USD;09/02/2009 00:00:00;5,239348531
USD;17/11/2005 00:00:00;2,44781518
USD;15/06/2012 00:00:00;1,191252708
USD;28/03/2014 00:00:00;4,009536088
USD;11/02/2015 00:00:00;3,586784422
USD;07/04/2000 00:00:00;3,692439795
USD;10/01/2006 00:00:00;6,957089782
USD;06/08/2007 00:00:00;3,664739311
USD;15/01/2013 00:00:00;3,863873959
USD;18/10/2006 00:00:00;4,357031524
USD;15/01/2002 00:00:00;2,506140113
USD;29/10/2009 00:00:00;6,367690444
USD;24/02/2014 00:00:00;1,973177731
USD;20/05/2013 00:00:00;2,170628846
USD;21/04/2005 00:00:00;6,472394109
USD;17/02/2004 00:00:00;6,850242794
USD;12/10/2010 00:00:00;2,568294406
USD;15/11/2006 00:00:00;3,42111057
USD;02/07/2001 00:00:00;6,693784773
USD;14/12/2011 00:00:00;1,027081728
USD;24/12/2007 00:00:00;6,801975667
USD;22/09/2004 00:00:00;2,774320066
USD;04/03/2014 00:00:00;3,617183149
USD;16/11/2011 00:00:00;3,766602039
USD;01/04/2009 00:00:00;2,530180633
USD;25/05/2005 00:00:00;7,520599008
USD;15/02/2000 00:00:00;3,699590325
USD;26/06/2015 00:00:00;4,77690804
USD;13/04/2007 00:00:00;1,223690867
USD;06/11/2012 00:00:00;4,460031629
USD;20/10/2011 00:00:00;2,354299605
USD;22/05/2013 00:00:00;5,486546695
USD;26/12/2000 00:00:00;7,305845678
USD;25/05/2009 00:00:00;1,240053475
USD;09/01/2006 00:00:00;1,242062867
USD;19/06/2013 00:00:00;4,731938303
USD;14/04/2003 00:00:00;3,935186505
USD;01/06/2005 00:00:00;7,504683673
USD;27/11/2001 00:00:00;6,52304405
USD;13/03/2006 00:00:00;3,838892579
USD;20/10/2004 00:00:00;2,213654697
USD;20/01/2012 00:00:00;5,684303224
USD;03/03/2009 00:00:00;2,766882062
USD;29/06/2005 00:00:00;5,826155603
USD;10/07/2000 00:00:00;7,737803578
USD;14/05/2014 00:00:00;7,666371703
USD;04/06/2007 00:00:00;7,221106172
USD;28/03/2007 00:00:00;2,210130334
USD;22/04/2014 00:00:00;7,006376624
USD;11/02/2011 00:00:00;2,926256537
USD;27/01/2009 00:00:00;6,835587084
USD;26/12/2003 00:00:00;2,233915925
USD;02/08/2000 00:00:00;6,979613245
USD;11/07/2007 00:00:00;7,267424405
USD;02/10/2009 00:00:00;3,184543073
USD;06/11/2001 00:00:00;6,177715302
USD;19/05/2006 00:00:00;4,432989538
USD;08/03/2007 00:00:00;2,194386482
USD;19/02/2007 00:00:00;5,733187854
USD;26/09/2005 00:00:00;7,071439862
USD;11/09/2015 00:00:00;7,959858477
USD;21/10/2008 00:00:00;4,52752775
USD;22/02/2002 00:00:00;7,283764482
USD;27/04/2009 00:00:00;5,508266985
USD;02/06/2003 00:00:00;3,926900685
USD;06/11/2006 00:00:00;2,583757877
USD;07/01/2010 00:00:00;6,364269972
USD;30/03/2005 00:00:00;4,858251691
USD;09/03/2000 00:00:00;5,588790357
USD;06/09/2005 00:00:00;5,027318478
USD;18/06/2001 00:00:00;7,864434898
USD;27/11/2015 00:00:00;3,12638545
USD;23/04/2010 00:00:00;1,625581741
USD;07/06/2011 00:00:00;6,09317565
USD;18/09/2015 00:00:00;5,380538344
USD;25/11/2004 00:00:00;6,383427203
USD;15/10/2015 00:00:00;3,140145361
USD;27/05/2010 00:00:00;1,528099537
USD;24/11/2015 00:00:00;7,976562798
USD;08/04/2008 00:00:00;2,78513974
USD;29/07/2009 00:00:00;4,137067795
